cpf,saldo_antes_da_operacao,saldo_depois_da_operacao,valor_da_movimentacao,status,motivo_da_movimentacao,horario_movimentacao
570.923.164-99,3015.166236045408,2302.295288068495,712.8709479769128,completed,,2023-05-10 11:34:15
206.435.918-42,5699.475961887396,4778.393602653238,921.0823592341575,completed,pagamento,2023-05-30 13:10:18
370.128.569-12,20247.60799329623,11382.133418754807,8865.474574541424,completed,pagamento,2023-04-27 18:45:17
029.457.361-52,7336.7877805793205,5737.323461483164,1599.4643190961565,completed,,2023-04-29 18:10:06
461.537.298-19,2573.460192638405,1360.3718742762808,1213.088318362124,completed,pagamento,2023-10-24 12:31:05
037.916.548-10,4565.360398646019,4386.23478344911,179.1256151969096,completed,,2023-01-31 03:39:13
926.410.837-87,9015.959749246624,9015.959749246624,9704.56868794843,denied,,2023-01-28 00:28:58
812.456.079-01,23425.55726503604,18863.82885669426,4561.72840834178,completed,transferencia,2023-09-30 19:15:39
082.461.397-03,5191.392198970745,3613.6388945627205,1577.7533044080244,completed,pagamento,2023-08-19 04:25:40
507.941.236-43,2342.951768370471,2296.182038641169,46.7697297293023,completed,saque,2023-05-19 13:45:33
593.728.601-40,1479.5312000440697,1421.9064181330805,57.62478191098928,completed,,2023-03-01 00:26:00
174.306.298-22,1528.6360626126132,886.6480754341376,641.9879871784756,completed,saque,2023-08-26 00:32:59
310.265.479-70,5657.106574291356,4506.78409594593,1150.3224783454261,completed,transferencia,2023-06-20 13:49:17
482.731.905-79,353.3106859269933,353.3106859269933,539.6454744043227,denied,deposito,2023-06-15 07:10:40
367.589.042-29,24153.463844758713,16478.626060805258,7674.837783953456,completed,deposito,2023-07-19 07:49:32
328.465.907-29,3942.1186467743105,3189.8633934500326,752.255253324278,completed,,2023-10-27 07:17:58
276.390.145-06,22116.93868928002,20097.861218771708,2019.0774705083131,completed,transferencia,2023-05-19 01:15:47
605.932.148-89,23671.893391904345,19138.237725859322,4533.6556660450215,completed,pagamento,2023-04-26 03:29:18
970.543.621-52,4246.6257046698765,3604.561636467045,642.0640682028313,completed,pagamento,2023-01-23 06:11:37
367.589.042-29,7344.981733674436,5949.9246153670465,1395.0571183073903,completed,transferencia,2023-03-06 23:26:45
172.368.490-22,873.491168380935,174.2900557240406,699.2011126568945,completed,deposito,2023-01-29 10:06:11
671.843.209-13,7894.811305752012,7849.69300796919,45.118297782822346,completed,,2023-09-30 22:57:28
732.918.645-73,6764.929600827191,5266.655981297386,1498.2736195298057,completed,pagamento,2023-01-03 17:17:06
672.485.039-83,3571.31699391288,2946.087077172751,625.2299167401294,completed,pagamento,2023-08-18 16:44:32
310.265.479-70,2012.9903945509884,1281.378142053598,731.6122524973904,completed,deposito,2023-09-09 20:04:36
693.184.275-73,19321.880980450405,9398.68132925997,9923.199651190434,completed,,2023-02-13 12:14:06
269.531.487-64,2064.7534219028694,1909.8942142995509,154.85920760331857,completed,deposito,2023-07-27 01:31:09
514.720.693-07,17619.21369842141,8855.661589517495,8763.552108903914,completed,pagamento,2023-08-01 21:36:12
269.531.487-64,4837.615695426577,3874.7650095377803,962.850685888797,completed,,2023-05-19 19:38:56
067.314.952-80,2372.9517961000092,2157.3855148638677,215.5662812361417,completed,saque,2023-10-07 22:15:21
706.853.419-84,6178.723915619399,6114.8144126498855,63.90950296951349,completed,transferencia,2023-08-11 23:45:05
172.368.490-22,823.5248462571527,823.5248462571527,830.2409562970182,denied,deposito,2023-07-31 03:42:00
287.453.160-07,1134.0069593983983,542.1916080707445,591.8153513276538,completed,pagamento,2023-10-08 23:49:51
874.123.906-78,3326.444198082603,3326.444198082603,5306.567702149406,denied,pagamento,2023-03-24 14:24:14
109.827.536-59,2774.487475730318,1611.0631581892821,1163.4243175410356,completed,saque,2023-01-21 10:31:03
397.428.615-28,4097.4003909908915,3635.1247097697756,462.27568122111586,completed,,2023-06-28 17:27:52
280.451.739-04,24406.50247605751,20605.84692312555,3800.655552931959,completed,,2023-03-12 08:22:02
738.951.240-79,2689.883071159299,1733.8538192844958,956.0292518748032,completed,transferencia,2023-03-05 03:01:22
613.985.024-05,462.2081433694535,462.2081433694535,895.3338946655807,denied,,2023-06-08 15:04:39
501.946.387-66,21918.435562096114,21841.97374215855,76.46181993756711,completed,saque,2023-07-09 12:07:36
167.928.540-85,9136.629170666969,4379.595158824724,4757.034011842245,completed,deposito,2023-09-13 13:08:17
762.531.904-07,7502.522722025643,7449.642396297528,52.88032572811529,completed,saque,2023-02-07 19:19:32
395.268.014-15,10486.93046213769,9048.561475947587,1438.3689861901032,completed,saque,2023-09-13 14:20:00
613.985.024-05,1223.2100000022035,504.78058567433766,718.4294143278659,completed,,2023-05-02 09:33:35
318.276.059-95,3214.9138111617935,2816.5864008223944,398.3274103393994,completed,deposito,2023-06-15 18:31:00
807.526.431-26,3205.498128641094,3062.3055998986756,143.19252874241843,completed,pagamento,2023-01-06 16:15:46
604.982.135-60,13221.97074332636,10118.264306401123,3103.706436925236,completed,transferencia,2023-08-13 16:59:16
194.825.607-01,21194.338513917082,15627.167052613757,5567.1714613033255,completed,saque,2023-03-13 15:49:21
430.689.752-47,8942.019898947095,8618.647715104222,323.37218384287337,completed,transferencia,2023-02-27 22:10:36
015.698.234-05,2793.2770933585507,989.9520870545934,1803.3250063039573,completed,,2023-01-24 16:35:01
367.589.042-29,4224.666314984442,4185.76105267943,38.90526230501219,completed,pagamento,2023-07-28 19:43:10
817.649.325-28,4963.381494279789,4963.381494279789,5546.45617717711,denied,transferencia,2023-02-23 17:13:26
560.489.127-49,7749.195949595123,6774.81698654889,974.3789630462333,completed,transferencia,2023-06-25 18:17:15
812.456.079-01,17671.583852490345,16729.846013223727,941.7378392666176,completed,pagamento,2023-02-01 08:43:39
674.930.185-10,11674.02860936165,6308.423585045772,5365.605024315879,completed,deposito,2023-09-26 13:15:29
832.619.705-02,1217.3832320205127,721.9397925230096,495.44343949750305,completed,pagamento,2023-09-08 16:49:55
436.952.178-55,4912.330909915451,4747.715531291135,164.61537862431595,completed,saque,2023-05-26 20:38:29
127.596.304-80,4733.8112674441445,4677.872858331671,55.93840911247374,completed,saque,2023-04-03 04:09:22
268.130.795-30,7565.650824146011,7091.783055070782,473.8677690752284,completed,transferencia,2023-04-02 05:51:54
201.457.963-61,4578.163943977039,4482.313858288853,95.85008568818535,completed,deposito,2023-05-22 22:14:00
029.457.361-52,6471.872152728254,5103.42262311133,1368.4495296169246,completed,,2023-02-03 19:58:02
932.750.846-74,3913.39721003297,3913.39721003297,5955.203093590284,denied,transferencia,2023-04-02 11:49:03
970.543.621-52,893.1993096577121,881.5073327760358,11.691976881676256,completed,transferencia,2023-01-07 07:58:20
395.268.014-15,6675.16002146482,3182.712546065521,3492.4474753992986,completed,,2023-02-27 02:43:27
825.406.793-74,2716.872806269813,2009.6265068245916,707.2462994452211,completed,pagamento,2023-02-24 22:08:43
183.452.907-79,4025.338761203321,2889.4684833731735,1135.8702778301479,completed,deposito,2023-08-29 20:10:52
689.521.704-58,9524.23271328017,5093.589352370389,4430.64336090978,completed,transferencia,2023-05-29 13:22:00
270.683.154-53,5056.919368917564,3036.949142535287,2019.9702263822762,completed,deposito,2023-07-31 00:09:08
496.537.280-83,6016.68723071109,4060.303300747546,1956.3839299635436,completed,saque,2023-05-05 19:33:28
593.728.601-40,4886.259752903322,4433.61944382943,452.6403090738925,completed,transferencia,2023-01-15 18:39:34
564.397.120-80,18743.041498414907,12094.137251873442,6648.904246541463,completed,,2023-05-15 13:47:11
179.205.846-20,3274.6174665998424,1312.7759830958091,1961.8414835040332,completed,deposito,2023-08-22 19:23:54
840.367.295-00,880.7402814325146,777.0934256064509,103.64685582606376,completed,deposito,2023-01-14 12:34:40
534.167.829-09,3999.1206114576826,3907.056546260905,92.06406519677739,completed,transferencia,2023-01-03 18:12:02
604.579.132-07,3870.8590862179594,913.3369896037452,2957.522096614214,completed,deposito,2023-01-08 03:05:35
172.368.490-22,380.03607943072495,22.353923896068864,357.6821555346561,completed,transferencia,2023-04-01 19:06:14
037.268.914-04,6660.18388810197,4996.53323374396,1663.6506543580101,completed,transferencia,2023-09-11 11:50:09
364.718.590-66,3112.097606026313,1250.4640768015195,1861.6335292247934,completed,,2023-10-14 09:22:35
037.296.581-40,4376.459240761829,3930.9231994477072,445.53604131412186,completed,pagamento,2023-10-16 03:33:11
037.268.914-04,3269.107169711052,2792.5426828871755,476.5644868238763,completed,transferencia,2023-05-04 04:48:11
864.257.109-85,467.3692572915315,467.3692572915315,813.5404549545749,denied,saque,2023-10-08 14:21:48
310.265.479-70,2451.0205237332325,1582.0267366683306,868.9937870649019,completed,,2023-06-22 06:30:31
192.856.704-58,4226.304802161663,3349.6274939688656,876.6773081927978,completed,saque,2023-01-22 20:36:41
012.476.398-78,3343.38929539948,3205.976989234618,137.4123061648618,completed,pagamento,2023-09-27 03:57:37
738.951.240-79,4910.9617122665295,4145.222911233397,765.7388010331329,completed,pagamento,2023-09-02 08:18:50
037.296.581-40,1915.6096668857797,1122.3604775899803,793.2491892957993,completed,saque,2023-06-19 18:05:26
328.465.907-29,1669.9497804030875,728.4303022506004,941.5194781524871,completed,saque,2023-09-09 06:10:26
378.950.126-30,1514.733091664783,718.6404645078499,796.0926271569331,completed,transferencia,2023-03-23 19:52:05
810.647.295-76,6988.339756148583,5102.067750553894,1886.2720055946884,completed,saque,2023-06-12 02:58:15
206.435.918-42,6172.791712508659,5160.299150042137,1012.4925624665224,completed,deposito,2023-04-01 11:56:23
179.205.846-20,6710.154149022947,5695.8626072266,1014.2915417963477,completed,pagamento,2023-03-21 13:10:29
073.861.492-04,20714.30785198241,20126.661201858784,587.6466501236238,completed,pagamento,2023-08-11 15:18:09
387.021.694-87,3852.9139121053486,2977.486410157939,875.4275019474094,completed,saque,2023-08-09 01:15:37
591.270.486-67,6785.318673292457,6785.318673292457,8711.259841078236,denied,saque,2023-06-05 01:27:42
672.485.039-83,1791.5179021030963,1667.676337166249,123.84156493684745,completed,pagamento,2023-02-25 06:47:22
624.107.983-22,2707.487390690011,2182.031278926005,525.4561117640061,completed,saque,2023-05-24 09:10:21
842.613.579-09,13615.786412554762,11964.334315856344,1651.4520966984178,completed,transferencia,2023-04-26 13:40:31
840.762.391-13,4833.7729092620175,4606.654601009909,227.1183082521086,completed,pagamento,2023-02-07 17:09:07
672.908.451-02,7293.749857736624,5723.025232200189,1570.7246255364355,completed,saque,2023-03-06 04:17:29
268.130.795-30,7268.027045611161,5631.911148989914,1636.1158966212472,completed,saque,2023-02-11 01:14:32
738.951.240-79,3188.576568541458,2788.5373067739,400.0392617675577,completed,saque,2023-03-21 23:20:46
547.368.201-44,23510.889461061128,22225.727876234538,1285.1615848265917,completed,pagamento,2023-02-21 07:45:12
026.517.948-30,1255.8436049252077,445.92202171893155,809.9215832062762,completed,transferencia,2023-07-04 14:08:34
514.720.693-07,12931.841260645704,11731.927949034272,1199.913311611432,completed,pagamento,2023-01-30 08:10:07
832.619.705-02,1559.7213301331597,1056.307121378503,503.4142087546566,completed,pagamento,2023-03-21 19:21:58
290.541.876-11,23091.52438525401,22886.948968221357,204.57541703265477,completed,pagamento,2023-03-08 03:54:22
029.457.361-52,4455.822892025816,4428.490398466497,27.332493559319417,completed,,2023-05-09 00:29:39
916.082.743-22,6257.476280870886,5384.594215817454,872.882065053432,completed,pagamento,2023-07-26 01:01:38
916.082.743-22,4601.175007480913,4574.91135928889,26.263648192023815,completed,saque,2023-02-25 14:32:03
693.487.152-91,12038.929397555894,7959.476405934339,4079.452991621555,completed,,2023-01-18 02:00:10
470.983.261-78,6704.874140029175,5113.5325991854115,1591.341540843763,completed,,2023-02-20 04:34:18
305.289.167-77,3127.4811802032664,2338.2594256250845,789.2217545781817,completed,pagamento,2023-10-08 18:51:19
278.496.153-28,3254.7254446564284,798.2283650715353,2456.497079584893,completed,pagamento,2023-08-10 09:31:55
908.436.512-70,2637.984924066338,2143.8167412717007,494.16818279463706,completed,saque,2023-06-09 01:00:32
870.459.362-65,2915.7616908557166,1960.4384346325123,955.3232562232042,completed,saque,2023-02-05 19:59:00
367.589.042-29,19040.58050892636,10656.158036037205,8384.422472889155,completed,saque,2023-06-05 01:34:42
142.387.905-88,7170.525565746058,5733.413443786253,1437.1121219598053,completed,pagamento,2023-10-12 15:48:29
253.814.690-98,1968.1538265091403,1399.862878239735,568.2909482694054,completed,saque,2023-06-18 05:44:47
037.268.914-04,6284.1618695235975,5016.760726395838,1267.4011431277593,completed,transferencia,2023-09-08 12:03:48
045.193.862-33,5422.885150302192,4539.202773775058,883.6823765271345,completed,transferencia,2023-04-03 13:22:33
926.410.837-87,8148.120448612216,8148.120448612216,8617.729695243492,denied,deposito,2023-06-13 14:10:11
501.946.387-66,24312.666119206762,22129.243763576305,2183.422355630455,completed,,2023-03-22 06:25:49
328.465.907-29,1816.706982602584,875.1255555623422,941.5814270402418,completed,saque,2023-08-08 16:53:58
926.847.103-50,5493.154481802292,4600.67549367699,892.4789881253018,completed,transferencia,2023-04-28 14:54:26
167.928.540-85,5716.910495955532,5716.910495955532,8506.143959136813,denied,saque,2023-09-11 17:56:09
045.193.862-33,3491.9744765000614,1653.6314284966522,1838.3430480034092,completed,deposito,2023-01-04 18:21:25
287.453.160-07,2358.137313726855,2356.643590152896,1.493723573958878,completed,pagamento,2023-07-09 22:01:27
287.453.160-07,1144.1790213878303,741.7619394561971,402.4170819316333,completed,deposito,2023-02-04 11:32:39
086.724.519-02,14881.222979492604,12699.233669690391,2181.989309802213,completed,saque,2023-07-02 22:48:04
310.264.587-90,16294.138802222546,13494.024998733174,2800.113803489373,completed,,2023-04-04 03:12:10
159.024.638-15,5797.0104367929325,4430.453338244997,1366.5570985479358,completed,saque,2023-02-25 01:35:27
860.251.493-05,12317.515734889621,7262.210458044542,5055.305276845079,completed,deposito,2023-05-03 05:11:02
764.925.318-09,7144.640731538394,6961.251657736297,183.38907380209696,completed,saque,2023-09-16 22:23:38
617.340.589-00,4599.177270435827,3710.7727160051427,888.4045544306846,completed,deposito,2023-09-07 03:20:15
672.485.039-83,4122.269047436494,3992.784324759711,129.48472267678267,completed,,2023-02-28 09:16:47
276.390.145-06,3233.1208530766544,3233.1208530766544,8902.820185825518,denied,transferencia,2023-04-21 23:41:31
897.506.143-48,3685.871001323903,3266.8938577004815,418.9771436234214,completed,,2023-09-12 08:59:28
091.345.782-50,2117.4034871810727,1691.744314106183,425.65917307488957,completed,,2023-05-23 07:02:45
501.946.387-66,18431.662712926704,18258.023037094023,173.6396758326804,completed,saque,2023-07-20 12:38:42
807.526.431-26,5005.175800803059,3208.231772485281,1796.9440283177782,completed,pagamento,2023-03-23 11:15:56
812.456.079-01,20152.26401129914,17738.680311973345,2413.5836993257944,completed,pagamento,2023-03-09 12:46:41
812.456.079-01,21069.117286969515,13129.730253056756,7939.387033912759,completed,,2023-03-10 07:26:12
564.397.120-80,14602.548587020945,13178.097020752783,1424.4515662681629,completed,transferencia,2023-10-25 18:11:22
280.451.739-04,16980.936711662347,8943.036959213621,8037.899752448726,completed,saque,2023-09-17 07:53:02
167.928.540-85,7265.470849165726,2928.129343679643,4337.3415054860825,completed,deposito,2023-01-01 08:43:32
832.619.705-02,4408.390559652745,3505.338897658153,903.0516619945915,completed,saque,2023-10-04 16:36:12
310.264.587-90,20817.99616455125,13970.280654504837,6847.715510046412,completed,saque,2023-08-09 13:29:26
029.457.361-52,7295.3172163487,6159.727408672056,1135.5898076766434,completed,transferencia,2023-09-12 04:03:04
280.456.931-42,15293.107706382689,6613.617427505793,8679.490278876896,completed,deposito,2023-05-29 11:38:24
310.265.479-70,2934.263526929714,1901.5094739118224,1032.7540530178915,completed,,2023-10-19 10:23:23
810.647.295-76,2929.5571121509965,1761.8127523316798,1167.7443598193167,completed,,2023-01-03 20:30:24
701.534.968-00,24123.250155797,17366.051898495745,6757.198257301252,completed,deposito,2023-08-09 04:05:54
591.270.486-67,16155.36901069117,9936.90147335516,6218.467537336011,completed,saque,2023-01-25 03:27:12
910.324.687-69,3283.9513064197254,3267.2859057003197,16.66540071940554,completed,saque,2023-03-28 05:47:43
253.814.690-98,1481.3373383825422,1113.970800304432,367.3665380781102,completed,,2023-07-20 08:28:01
537.420.168-90,5758.1350479505345,5594.94494695855,163.19010099198493,completed,pagamento,2023-09-19 17:16:13
104.275.836-08,7264.696223240953,5401.55917042726,1863.1370528136933,completed,,2023-03-30 13:29:13
632.471.905-70,22166.89446965682,15733.668528819078,6433.225940837744,completed,pagamento,2023-08-05 09:31:59
743.682.059-10,377.62448101093986,281.95376493396924,95.67071607697062,completed,pagamento,2023-05-26 19:33:52
461.537.298-19,2187.192829535501,1909.8990590156588,277.2937705198421,completed,saque,2023-04-11 14:12:23
674.930.185-10,13121.187156581544,3645.605459213697,9475.581697367847,completed,deposito,2023-01-09 05:48:26
932.750.846-74,9009.239278207937,7817.330948493281,1191.908329714656,completed,pagamento,2023-06-19 22:26:15
671.843.209-13,6835.100283189197,181.01328969225415,6654.086993496943,completed,pagamento,2023-09-27 00:24:46
810.647.295-76,6704.686398043911,5837.09953077404,867.5868672698705,completed,,2023-07-13 15:29:38
916.082.743-22,7366.103942977882,6394.331343062945,971.7725999149371,completed,deposito,2023-01-08 22:29:03
523.746.809-83,2316.6304589284305,1978.8651074702286,337.76535145820185,completed,saque,2023-08-02 21:38:30
915.632.408-15,4537.345366207072,3797.663911578677,739.6814546283955,completed,,2023-03-15 23:52:56
970.543.621-52,3818.1353013734038,3775.679968161938,42.45533321146578,completed,deposito,2023-07-08 17:53:46
160.539.742-34,7020.811021469252,6675.452164627792,345.35885684146115,completed,transferencia,2023-10-13 22:06:50
670.493.852-47,3534.316617191375,2209.652021541372,1324.6645956500029,completed,saque,2023-04-06 07:06:47
564.397.120-80,16183.110954448386,14935.81329505043,1247.2976593979567,completed,transferencia,2023-03-03 16:20:09
396.270.415-99,864.3064911799264,864.3064911799264,947.9444529817166,denied,transferencia,2023-10-11 18:01:27
591.270.486-67,4261.743880052285,4261.743880052285,6498.279088264526,denied,transferencia,2023-02-27 22:36:49
324.678.905-38,7090.961920396034,5299.323695768818,1791.638224627216,completed,saque,2023-01-27 03:38:49
860.251.493-05,7074.8640981534045,544.2941981749309,6530.569899978474,completed,,2023-07-14 18:07:24
093.274.186-03,23088.70939064556,18654.992350560846,4433.717040084712,completed,pagamento,2023-04-21 07:12:36
029.457.361-52,4087.0118069573864,2379.349792407636,1707.6620145497504,completed,,2023-02-10 02:06:13
428.531.790-79,24880.51951132921,15983.898719204639,8896.620792124571,completed,deposito,2023-04-07 06:55:12
683.451.279-91,13991.653199254895,12772.242835516538,1219.4103637383582,completed,,2023-09-21 05:43:40
345.170.826-44,5479.056267405935,4561.053704446875,918.0025629590599,completed,transferencia,2023-04-25 04:09:24
183.452.907-79,3639.6500662992294,2838.8396178239555,800.8104484752737,completed,,2023-10-25 20:29:55
701.534.968-00,7204.135560203195,703.1959381502193,6500.939622052976,completed,transferencia,2023-01-20 00:09:54
267.349.801-03,3119.798592848495,3119.798592848495,6553.217833039035,denied,,2023-06-22 14:14:11
908.436.512-70,2312.4138454730096,1403.7904848845742,908.6233605884354,completed,deposito,2023-03-15 02:15:16
732.805.149-32,7751.200908078926,7742.996866812537,8.204041266389321,completed,,2023-02-22 00:32:57
428.531.790-79,6062.27733073986,923.2690332030324,5139.008297536828,completed,saque,2023-09-08 21:47:57
396.270.415-99,4594.093808502194,4550.709421071847,43.384387430347786,completed,deposito,2023-02-06 20:25:26
672.485.039-83,1659.2085636971576,950.2748325208183,708.9337311763393,completed,,2023-01-29 09:44:17
142.387.905-88,7968.83927413128,7689.653092426962,279.1861817043185,completed,saque,2023-04-10 01:00:13
086.724.519-02,12947.338116309294,10840.943830334152,2106.394285975143,completed,,2023-05-31 02:47:29
810.647.295-76,2953.7115400939747,1923.8103648834328,1029.9011752105419,completed,transferencia,2023-09-02 01:17:52
037.268.914-04,5389.542335501394,5316.386230277004,73.15610522438925,completed,pagamento,2023-08-25 09:47:25
269.531.487-64,6823.029740492559,4936.499932638539,1886.5298078540202,completed,,2023-06-13 21:50:07
853.490.261-51,14659.557646094127,7220.7194972760335,7438.838148818093,completed,pagamento,2023-07-26 15:00:29
201.457.963-61,2842.4310955004157,1627.0044209068571,1215.4266745935586,completed,deposito,2023-01-28 05:52:36
395.268.014-15,12276.287176256665,11414.106363342455,862.1808129142099,completed,saque,2023-10-07 21:15:02
926.410.837-87,13719.02451869791,5847.8253581076815,7871.1991605902285,completed,pagamento,2023-01-03 13:44:24
149.735.280-05,19036.362376306963,16274.486951206614,2761.8754251003475,completed,pagamento,2023-08-01 19:09:19
908.436.512-70,3814.1533939916008,3286.282596622288,527.8707973693128,completed,saque,2023-10-21 05:28:35
908.436.512-70,441.0441374697207,277.1833773730872,163.86076009663347,completed,deposito,2023-04-21 19:33:28
692.407.351-43,2913.0518801575827,1809.5587116910096,1103.493168466573,completed,,2023-01-28 22:47:16
